Customer ID,Age,Gender,Location,Income,SubscriptionStatus,PreferredPaymentMethod,ShoppingFrequency
CUST0665,50,Female,Phoenix,61608,No,Cash,Weekly
CUST0666,60,Female,Los Angeles,64934,No,Cash,Quarterly
CUST0667,58,Male,Los Angeles,99951,No,Credit Card,Quarterly
CUST0668,57,Female,Chicago,37328,Yes,Debit Card,Quarterly
CUST0669,39,Female,New York,58758,No,PayPal,Weekly
CUST0670,23,Female,New York,105457,No,Mobile Wallet,Quarterly
CUST0671,70,Female,New York,80911,No,PayPal,Monthly
CUST0672,66,Female,Houston,76504,No,PayPal,Quarterly
CUST0673,33,Female,Houston,52768,No,Mobile Wallet,Quarterly
CUST0674,61,Male,Houston,53081,No,Mobile Wallet,Weekly
CUST0675,37,Female,Phoenix,61005,No,Debit Card,Monthly
CUST0676,32,Male,Houston,107662,Yes,Mobile Wallet,Quarterly
CUST0677,69,Female,New York,71681,Yes,Cash,Weekly
CUST0678,30,Male,New York,77026,Yes,Mobile Wallet,Quarterly
CUST0679,27,Female,Los Angeles,107537,No,PayPal,Weekly
CUST0680,19,Female,New York,33697,Yes,Credit Card,Weekly
CUST0681,20,Female,Houston,76095,Yes,Cash,Weekly
CUST0682,33,Male,Houston,104403,No,Mobile Wallet,Monthly
CUST0683,48,Female,Chicago,103873,Yes,Mobile Wallet,Weekly
CUST0684,57,Male,Phoenix,48625,Yes,Credit Card,Quarterly
CUST0685,67,Male,New York,103807,Yes,Debit Card,Weekly
CUST0686,22,Female,Phoenix,54672,Yes,PayPal,Quarterly
CUST0687,47,Female,New York,94517,No,Credit Card,Monthly
CUST0688,44,Female,Los Angeles,101057,Yes,Debit Card,Monthly
CUST0689,58,Male,Los Angeles,70508,Yes,PayPal,Weekly
CUST0690,54,Male,Phoenix,53010,No,Mobile Wallet,Quarterly
CUST0691,30,Female,Houston,94282,No,Debit Card,Monthly
CUST0692,63,Female,Chicago,34975,Yes,Credit Card,Monthly
CUST0693,62,Female,New York,41830,No,Cash,Weekly
CUST0694,42,Male,New York,37362,No,Credit Card,Weekly
CUST0695,49,Male,Chicago,60490,Yes,Credit Card,Weekly
CUST0696,43,Female,Phoenix,108861,No,Cash,Quarterly
CUST0697,33,Female,Phoenix,58679,Yes,Debit Card,Weekly
CUST0698,27,Male,New York,32612,No,Debit Card,Weekly
CUST0699,59,Female,Los Angeles,99002,Yes,Credit Card,Quarterly
CUST0700,62,Female,Chicago,92650,No,Credit Card,Quarterly
CUST0701,18,Male,New York,30089,No,Debit Card,Weekly
CUST0702,66,Male,Los Angeles,73481,Yes,Cash,Quarterly
CUST0703,67,Female,Phoenix,110495,Yes,PayPal,Quarterly
CUST0704,24,Female,Los Angeles,56406,Yes,Cash,Weekly
CUST0705,67,Male,Houston,47103,Yes,Mobile Wallet,Quarterly
CUST0706,45,Male,New York,74663,No,Credit Card,Weekly
CUST0707,32,Male,Chicago,53260,Yes,Debit Card,Weekly
CUST0708,29,Male,Los Angeles,72413,Yes,Cash,Quarterly
CUST0709,69,Male,Phoenix,37806,Yes,Mobile Wallet,Weekly
CUST0710,62,Female,Los Angeles,32872,No,Mobile Wallet,Monthly
CUST0711,51,Male,Phoenix,49360,No,Credit Card,Quarterly
CUST0712,47,Male,Houston,106888,Yes,PayPal,Quarterly
CUST0713,21,Female,Phoenix,48566,Yes,PayPal,Quarterly
CUST0714,53,Male,Chicago,44538,No,Mobile Wallet,Weekly
CUST0715,33,Female,Houston,98982,Yes,Cash,Weekly
CUST0716,25,Male,Los Angeles,77826,Yes,Mobile Wallet,Quarterly
CUST0717,47,Male,New York,39506,No,Credit Card,Weekly
CUST0718,26,Male,Phoenix,78967,No,Credit Card,Monthly
CUST0719,69,Male,Chicago,116787,Yes,PayPal,Monthly
CUST0720,47,Female,New York,81851,Yes,Mobile Wallet,Monthly
CUST0721,60,Male,New York,106810,Yes,Debit Card,Quarterly
CUST0722,51,Female,Houston,43242,No,Debit Card,Weekly
CUST0723,53,Female,Los Angeles,74113,No,Cash,Quarterly
CUST0724,56,Male,New York,69552,No,Cash,Monthly
CUST0725,38,Female,Chicago,72284,No,PayPal,Monthly
CUST0726,66,Female,Phoenix,47884,Yes,Credit Card,Monthly
CUST0727,46,Female,Phoenix,50644,Yes,Debit Card,Quarterly
CUST0728,57,Male,Phoenix,87261,No,Debit Card,Quarterly
CUST0729,70,Male,Houston,113789,Yes,Debit Card,Monthly
CUST0730,64,Female,Chicago,93858,No,Debit Card,Monthly
CUST0731,50,Female,New York,115089,No,PayPal,Weekly
CUST0732,45,Male,Chicago,71586,Yes,Mobile Wallet,Weekly
CUST0733,53,Female,Houston,52833,No,Debit Card,Monthly
CUST0734,46,Female,Houston,103659,No,Credit Card,Weekly
CUST0735,28,Female,Los Angeles,110440,No,Debit Card,Monthly
CUST0736,65,Female,Chicago,76769,Yes,Cash,Monthly
CUST0737,48,Female,Phoenix,59260,No,Credit Card,Monthly
CUST0738,46,Female,Houston,117232,No,Mobile Wallet,Weekly
CUST0739,34,Male,Houston,107194,Yes,Debit Card,Monthly
CUST0740,66,Male,Los Angeles,52983,No,PayPal,Monthly
CUST0741,33,Male,Phoenix,79595,No,PayPal,Weekly
CUST0742,58,Female,Houston,70215,No,Debit Card,Monthly
CUST0743,35,Male,New York,68602,No,Cash,Weekly
CUST0744,67,Female,Phoenix,46691,No,PayPal,Monthly
CUST0745,67,Female,Chicago,53292,Yes,Credit Card,Weekly
CUST0746,51,Male,Los Angeles,30235,Yes,Cash,Quarterly
CUST0747,49,Male,New York,105082,No,Mobile Wallet,Monthly
CUST0748,58,Female,New York,81327,Yes,Mobile Wallet,Weekly
CUST0749,33,Male,Chicago,104381,Yes,PayPal,Quarterly
CUST0750,35,Male,Los Angeles,34244,Yes,Cash,Monthly
CUST0751,46,Female,Houston,53865,No,PayPal,Weekly
CUST0752,22,Female,Los Angeles,108956,Yes,Mobile Wallet,Weekly
CUST0753,63,Male,Houston,71709,Yes,PayPal,Quarterly
CUST0754,36,Female,Chicago,110134,Yes,Cash,Monthly
CUST0755,33,Male,Chicago,58953,Yes,Debit Card,Weekly
CUST0756,35,Male,New York,113839,No,Mobile Wallet,Quarterly
CUST0757,39,Female,New York,104127,Yes,Debit Card,Quarterly
CUST0758,38,Female,New York,43645,Yes,Cash,Weekly
CUST0759,52,Male,Chicago,95035,No,Mobile Wallet,Monthly
CUST0760,23,Female,Houston,48434,No,PayPal,Quarterly
CUST0761,26,Male,Chicago,73406,Yes,PayPal,Monthly
CUST0762,27,Female,Chicago,40198,No,PayPal,Weekly
CUST0763,32,Female,New York,61194,No,Mobile Wallet,Weekly
CUST0764,42,Male,Los Angeles,75457,No,Mobile Wallet,Weekly
CUST0765,62,Female,New York,71879,Yes,PayPal,Weekly
CUST0766,27,Male,Los Angeles,52005,Yes,PayPal,Quarterly
CUST0767,63,Female,Houston,113386,No,Debit Card,Quarterly
CUST0768,31,Male,Houston,41629,Yes,Mobile Wallet,Monthly
CUST0769,22,Male,Phoenix,117821,Yes,PayPal,Monthly
CUST0770,44,Female,Phoenix,113768,Yes,Cash,Weekly
CUST0771,44,Male,Phoenix,74007,Yes,PayPal,Monthly
CUST0772,39,Female,Houston,88540,Yes,Mobile Wallet,Weekly
CUST0773,52,Male,New York,31493,Yes,PayPal,Quarterly
CUST0774,47,Male,New York,64761,Yes,Debit Card,Quarterly
CUST0775,44,Male,New York,57483,Yes,Credit Card,Weekly
CUST0776,21,Female,Chicago,62707,Yes,Mobile Wallet,Weekly
CUST0777,31,Female,Phoenix,38885,Yes,Mobile Wallet,Quarterly
CUST0778,44,Male,New York,75938,No,Credit Card,Monthly
CUST0779,42,Female,Phoenix,63640,Yes,PayPal,Monthly
CUST0780,67,Female,Phoenix,44160,No,Debit Card,Weekly
CUST0781,55,Male,Chicago,30167,Yes,PayPal,Quarterly
CUST0782,62,Male,Houston,36310,No,Credit Card,Monthly
CUST0783,19,Male,New York,80585,Yes,Debit Card,Monthly
CUST0784,66,Female,Chicago,87438,Yes,Cash,Quarterly
CUST0785,54,Male,Houston,85004,No,Cash,Weekly
CUST0786,42,Male,Houston,51802,No,Debit Card,Quarterly
CUST0787,48,Female,New York,84266,No,Cash,Quarterly
CUST0788,18,Male,Phoenix,94629,Yes,Debit Card,Monthly
CUST0789,40,Female,Los Angeles,79638,Yes,PayPal,Monthly
CUST0790,37,Male,Phoenix,76036,No,PayPal,Monthly
CUST0791,66,Female,Phoenix,101568,Yes,Credit Card,Monthly
CUST0792,42,Male,Los Angeles,79197,Yes,PayPal,Quarterly
CUST0793,44,Male,Houston,43294,No,PayPal,Weekly
CUST0794,52,Male,Los Angeles,92847,Yes,Credit Card,Quarterly
CUST0795,65,Female,Los Angeles,105766,No,Mobile Wallet,Weekly
CUST0796,65,Female,Chicago,115323,No,Mobile Wallet,Weekly
CUST0797,52,Male,Chicago,59567,Yes,Debit Card,Monthly
CUST0798,69,Male,Chicago,51319,Yes,Mobile Wallet,Quarterly
CUST0799,56,Female,Houston,89151,No,Mobile Wallet,Monthly
CUST0800,32,Male,Los Angeles,39661,No,Mobile Wallet,Weekly
CUST0801,49,Male,New York,34379,Yes,PayPal,Quarterly
CUST0802,32,Male,Los Angeles,68654,Yes,Mobile Wallet,Quarterly
CUST0803,35,Female,Houston,32631,Yes,PayPal,Monthly
CUST0804,45,Female,Chicago,71774,Yes,PayPal,Monthly
CUST0805,49,Male,Houston,64226,No,Credit Card,Quarterly
CUST0806,19,Female,Chicago,43726,Yes,Debit Card,Monthly
CUST0807,42,Male,Houston,39725,Yes,Credit Card,Monthly
CUST0808,39,Female,New York,74801,Yes,Cash,Weekly
CUST0809,60,Male,Chicago,52296,No,PayPal,Quarterly
CUST0810,61,Male,Chicago,79212,Yes,Mobile Wallet,Quarterly
CUST0811,69,Female,Los Angeles,51090,Yes,Mobile Wallet,Weekly
CUST0812,43,Male,Houston,39830,Yes,Cash,Monthly
CUST0813,64,Male,Phoenix,101702,No,Debit Card,Quarterly
CUST0814,28,Female,Phoenix,42203,Yes,PayPal,Monthly
CUST0815,47,Female,Los Angeles,74295,Yes,Cash,Weekly
CUST0816,26,Male,Houston,107860,No,Cash,Monthly
CUST0817,57,Female,New York,110431,No,Cash,Monthly
CUST0818,52,Female,Los Angeles,93273,No,PayPal,Quarterly
CUST0819,19,Female,Chicago,34062,Yes,PayPal,Weekly
CUST0820,43,Male,New York,86534,No,PayPal,Weekly
CUST0821,55,Female,Houston,115673,Yes,PayPal,Quarterly
CUST0822,54,Male,Chicago,51626,No,Credit Card,Weekly
CUST0823,60,Female,Phoenix,109602,No,Cash,Monthly
CUST0824,19,Male,Houston,86911,No,Credit Card,Quarterly
CUST0825,23,Male,Chicago,50591,Yes,Debit Card,Weekly
CUST0826,59,Female,Houston,37019,No,Cash,Monthly
CUST0827,45,Male,Chicago,43272,Yes,PayPal,Quarterly
CUST0828,26,Male,Houston,73397,No,PayPal,Monthly
CUST0829,47,Female,Phoenix,56941,No,PayPal,Weekly
CUST0830,29,Female,Los Angeles,54901,Yes,Credit Card,Quarterly
CUST0831,21,Male,Chicago,83645,Yes,PayPal,Quarterly
CUST0832,34,Female,Chicago,102628,No,Cash,Monthly
CUST0833,42,Female,Phoenix,100795,No,Mobile Wallet,Monthly
CUST0834,38,Male,Los Angeles,64768,No,Cash,Weekly
CUST0835,31,Male,Houston,116585,Yes,Debit Card,Quarterly
CUST0836,47,Male,Chicago,66899,Yes,Cash,Monthly
CUST0837,38,Female,Los Angeles,68980,Yes,PayPal,Quarterly
CUST0838,39,Male,Houston,61135,Yes,Cash,Weekly
CUST0839,66,Female,Chicago,42571,Yes,Cash,Weekly
CUST0840,42,Male,Chicago,36505,No,Credit Card,Weekly
CUST0841,35,Male,Houston,81498,Yes,Mobile Wallet,Weekly
CUST0842,66,Male,Phoenix,104943,No,Cash,Weekly
CUST0843,44,Male,Los Angeles,102045,No,Debit Card,Quarterly
CUST0844,34,Female,Chicago,94349,No,Cash,Quarterly
CUST0845,23,Female,Houston,50131,Yes,Mobile Wallet,Weekly
CUST0846,48,Female,Chicago,37144,Yes,Mobile Wallet,Monthly
CUST0847,19,Female,Houston,77294,No,Mobile Wallet,Monthly
CUST0848,65,Female,Chicago,30500,No,Mobile Wallet,Weekly
CUST0849,52,Male,New York,86047,No,Mobile Wallet,Quarterly
CUST0850,21,Male,Phoenix,41485,No,Credit Card,Quarterly
CUST0851,40,Female,Los Angeles,68607,No,Mobile Wallet,Monthly
CUST0852,32,Female,Phoenix,116772,No,Credit Card,Monthly
CUST0853,59,Male,Phoenix,111931,No,Cash,Quarterly
CUST0854,22,Female,Los Angeles,108671,Yes,Cash,Monthly
CUST0855,67,Female,Phoenix,92957,No,Credit Card,Weekly
CUST0856,59,Male,New York,56171,No,PayPal,Weekly
CUST0857,20,Female,Houston,42712,Yes,Mobile Wallet,Monthly
CUST0858,66,Female,Los Angeles,33373,No,Mobile Wallet,Weekly
CUST0859,19,Female,Houston,57125,No,Cash,Monthly
CUST0860,33,Female,Chicago,52391,No,Credit Card,Quarterly
CUST0861,30,Female,New York,113648,No,Mobile Wallet,Weekly
CUST0862,19,Female,Houston,68248,No,Cash,Monthly
CUST0863,57,Male,Houston,40739,No,Mobile Wallet,Weekly
CUST0864,27,Female,Los Angeles,92071,Yes,Credit Card,Weekly
CUST0865,33,Female,Chicago,45139,Yes,PayPal,Quarterly
CUST0866,26,Female,Los Angeles,70416,Yes,Debit Card,Quarterly
CUST0867,48,Female,Chicago,82096,No,Cash,Quarterly
CUST0868,60,Male,Los Angeles,91727,Yes,Cash,Monthly
CUST0869,25,Female,Houston,94106,Yes,Debit Card,Quarterly
CUST0870,54,Male,Houston,116643,Yes,Debit Card,Quarterly
CUST0871,31,Female,New York,64734,No,Cash,Weekly
CUST0872,47,Male,Houston,41945,No,PayPal,Quarterly
CUST0873,62,Female,Phoenix,114130,Yes,Cash,Quarterly
CUST0874,34,Female,Houston,101319,Yes,Debit Card,Weekly
CUST0875,67,Male,Phoenix,80793,No,Mobile Wallet,Weekly
CUST0876,41,Male,Houston,54232,Yes,Credit Card,Weekly
CUST0877,28,Female,Phoenix,78630,Yes,Mobile Wallet,Quarterly
CUST0878,56,Female,Phoenix,79996,Yes,PayPal,Weekly
CUST0879,56,Female,Houston,78418,No,Cash,Monthly
CUST0880,65,Female,Phoenix,54455,No,Cash,Quarterly
CUST0881,63,Female,New York,88428,Yes,Credit Card,Weekly
CUST0882,25,Male,Chicago,35848,Yes,Mobile Wallet,Monthly
CUST0883,67,Female,Phoenix,64510,No,Credit Card,Quarterly
CUST0884,70,Female,Phoenix,87637,Yes,PayPal,Weekly
CUST0885,28,Female,New York,90956,No,Mobile Wallet,Weekly
CUST0886,37,Male,New York,64524,Yes,Mobile Wallet,Quarterly
CUST0887,24,Female,Los Angeles,59654,Yes,PayPal,Quarterly
CUST0888,55,Female,Chicago,65200,No,Cash,Weekly
CUST0889,19,Female,Los Angeles,103956,No,Cash,Weekly
CUST0890,37,Male,Phoenix,38079,No,Debit Card,Weekly
CUST0891,54,Male,New York,49808,Yes,Cash,Quarterly
CUST0892,61,Female,Phoenix,117486,Yes,Credit Card,Weekly
CUST0893,42,Female,Houston,42675,No,PayPal,Monthly
CUST0894,43,Male,Chicago,41233,No,Cash,Weekly
CUST0895,63,Male,Houston,117574,Yes,Mobile Wallet,Monthly
CUST0896,30,Male,New York,75061,Yes,PayPal,Quarterly
CUST0897,22,Female,New York,100968,No,Cash,Weekly
CUST0898,55,Male,New York,84262,Yes,Credit Card,Quarterly
CUST0899,62,Male,Chicago,107296,Yes,Debit Card,Weekly
CUST0900,58,Male,Los Angeles,59820,Yes,Debit Card,Weekly
CUST0901,33,Male,Phoenix,102561,Yes,PayPal,Weekly
CUST0902,24,Female,Phoenix,37993,Yes,Credit Card,Monthly
CUST0903,62,Female,Phoenix,80738,No,Credit Card,Quarterly
CUST0904,67,Female,Phoenix,98495,Yes,Credit Card,Quarterly
CUST0905,37,Male,Phoenix,84870,Yes,Cash,Weekly
CUST0906,61,Male,Los Angeles,100190,Yes,Debit Card,Weekly
CUST0907,56,Female,Houston,92236,Yes,Credit Card,Weekly
CUST0908,69,Female,Chicago,105066,No,Mobile Wallet,Monthly
CUST0909,25,Female,Houston,60886,No,Cash,Monthly
CUST0910,68,Female,Houston,92424,No,Mobile Wallet,Quarterly
CUST0911,54,Male,Phoenix,69171,No,Mobile Wallet,Quarterly
CUST0912,68,Male,Phoenix,40348,No,PayPal,Monthly
CUST0913,20,Female,Los Angeles,81747,Yes,Cash,Monthly
CUST0914,40,Female,Chicago,34551,Yes,Mobile Wallet,Weekly
CUST0915,52,Female,New York,95811,Yes,Cash,Quarterly
CUST0916,45,Female,Houston,104870,Yes,Credit Card,Quarterly
CUST0917,60,Male,New York,97740,No,PayPal,Quarterly
CUST0918,41,Male,Chicago,104905,No,Debit Card,Weekly
CUST0919,22,Male,Houston,118805,No,Mobile Wallet,Monthly
CUST0920,50,Male,New York,111300,No,PayPal,Weekly
CUST0921,59,Female,New York,49326,Yes,PayPal,Weekly
CUST0922,39,Female,Los Angeles,45765,Yes,PayPal,Quarterly
CUST0923,18,Male,Chicago,88856,No,PayPal,Weekly
CUST0924,44,Female,Chicago,52659,No,Credit Card,Monthly
CUST0925,70,Female,Chicago,51910,Yes,Cash,Weekly
CUST0926,49,Female,Houston,57772,No,Debit Card,Weekly
CUST0927,24,Male,Los Angeles,55260,Yes,Debit Card,Monthly
CUST0928,45,Female,Phoenix,46539,No,Cash,Weekly
CUST0929,41,Female,Houston,35593,Yes,Debit Card,Monthly
CUST0930,58,Male,Chicago,85492,Yes,PayPal,Weekly
CUST0931,47,Male,Houston,40271,No,Credit Card,Quarterly
CUST0932,63,Male,New York,119538,No,PayPal,Monthly
CUST0933,27,Male,Houston,87067,Yes,PayPal,Quarterly
CUST0934,45,Female,Houston,56465,No,Credit Card,Weekly
CUST0935,29,Male,Chicago,112211,No,Mobile Wallet,Monthly
CUST0936,64,Female,New York,49382,No,Debit Card,Weekly
CUST0937,51,Male,Chicago,107994,No,Credit Card,Quarterly
CUST0938,59,Female,New York,63801,No,Cash,Weekly
CUST0939,35,Female,New York,71910,Yes,Cash,Weekly
CUST0940,57,Male,New York,38783,No,Cash,Weekly
CUST0941,69,Female,Chicago,41406,No,Mobile Wallet,Quarterly
CUST0942,52,Female,New York,80868,No,Credit Card,Quarterly
CUST0943,67,Male,Los Angeles,102923,Yes,Mobile Wallet,Monthly
CUST0944,48,Male,Los Angeles,82082,No,Cash,Weekly
CUST0945,47,Female,Phoenix,102358,Yes,PayPal,Weekly
CUST0946,45,Male,Los Angeles,72746,No,PayPal,Monthly
CUST0947,70,Male,Phoenix,66202,Yes,Mobile Wallet,Weekly
CUST0948,64,Male,Los Angeles,98116,No,Cash,Weekly
CUST0949,55,Male,Chicago,90051,Yes,Cash,Weekly
CUST0950,35,Male,Phoenix,31620,Yes,Cash,Weekly
CUST0951,38,Female,Houston,111665,No,Cash,Weekly
CUST0952,33,Male,Houston,107014,No,Credit Card,Quarterly
CUST0953,23,Female,Los Angeles,98493,No,Mobile Wallet,Quarterly
CUST0954,35,Female,Houston,84997,Yes,Mobile Wallet,Quarterly
CUST0955,46,Female,Los Angeles,44748,No,Credit Card,Monthly
CUST0956,33,Male,Los Angeles,84321,Yes,PayPal,Monthly
CUST0957,66,Male,Houston,49613,No,Mobile Wallet,Quarterly
CUST0958,47,Male,Houston,49424,Yes,Debit Card,Monthly
CUST0959,54,Female,New York,104264,No,Mobile Wallet,Quarterly
CUST0960,57,Female,Phoenix,107061,No,Mobile Wallet,Weekly
CUST0961,60,Female,Los Angeles,106372,Yes,PayPal,Weekly
CUST0962,42,Female,Houston,43133,Yes,Credit Card,Weekly
CUST0963,39,Female,Phoenix,43845,No,PayPal,Quarterly
CUST0964,19,Male,Houston,103752,No,PayPal,Monthly
CUST0965,49,Male,Houston,43237,No,Credit Card,Quarterly
CUST0966,38,Female,New York,67498,Yes,Debit Card,Monthly
CUST0967,29,Male,Los Angeles,100206,No,Credit Card,Monthly
CUST0968,49,Female,Los Angeles,75071,Yes,PayPal,Weekly
CUST0969,31,Female,Chicago,83856,Yes,Credit Card,Weekly
CUST0970,40,Female,New York,64620,No,Mobile Wallet,Quarterly
CUST0971,69,Male,Phoenix,80206,Yes,Mobile Wallet,Quarterly
CUST0972,34,Male,New York,115824,Yes,Debit Card,Weekly
CUST0973,39,Male,Phoenix,93646,Yes,Debit Card,Quarterly
CUST0974,35,Female,Los Angeles,104976,No,Credit Card,Weekly
CUST0975,56,Male,Chicago,109817,Yes,Credit Card,Quarterly
CUST0976,62,Male,Chicago,92003,Yes,Credit Card,Monthly
CUST0977,35,Male,Los Angeles,34910,Yes,Cash,Quarterly
CUST0978,53,Female,Houston,52570,Yes,PayPal,Weekly
CUST0979,18,Male,New York,66099,No,PayPal,Quarterly
CUST0980,51,Male,Chicago,82818,Yes,Debit Card,Monthly
CUST0981,30,Female,Houston,48855,Yes,Mobile Wallet,Monthly
CUST0982,23,Male,Phoenix,111034,Yes,Mobile Wallet,Monthly
CUST0983,33,Female,Chicago,109777,Yes,Mobile Wallet,Weekly
CUST0984,64,Female,Phoenix,119235,No,Mobile Wallet,Quarterly
CUST0985,44,Male,Houston,82654,Yes,PayPal,Weekly
CUST0986,49,Female,Phoenix,35083,Yes,Cash,Weekly
CUST0987,53,Male,Houston,81877,No,Mobile Wallet,Weekly
CUST0988,66,Female,Phoenix,73449,No,Debit Card,Quarterly
CUST0989,33,Male,New York,61139,No,Credit Card,Weekly
CUST0990,62,Female,Chicago,36460,No,Credit Card,Quarterly
CUST0991,48,Male,Chicago,92287,No,Debit Card,Monthly
CUST0992,59,Male,Houston,65203,No,Debit Card,Quarterly
CUST0993,63,Male,Phoenix,78816,Yes,Debit Card,Quarterly
CUST0994,49,Male,Los Angeles,32651,No,Cash,Weekly
CUST0995,46,Female,Chicago,74284,No,Credit Card,Monthly
CUST0996,68,Male,Phoenix,69722,Yes,Cash,Quarterly
CUST0997,19,Male,Phoenix,70756,Yes,Mobile Wallet,Quarterly
CUST0998,23,Male,New York,66745,Yes,Credit Card,Weekly
CUST0999,36,Male,Los Angeles,94437,No,Debit Card,Monthly
CUST1000,32,Female,Chicago,119764,No,Cash,Weekly
